Area,Location,No. of Bedrooms,Price
1810,Kharghar,3,17000000
1325,Kharghar,2,10000000
1725,Kharghar,3,12500000
1210,Kharghar,2,9500000
3275,Kharghar,4,31100000
1680,Kharghar,3,16000000
1810,Kharghar,3,17000000
1325,Kharghar,2,10000000
1725,Kharghar,3,12500000
1210,Kharghar,2,9500000
3275,Kharghar,4,31100000
3205,Kharghar,4,30400000
1305,Kharghar,2,12300000
1230,Kharghar,2,11600000
1725,Kharghar,3,16000000
1210,Kharghar,2,9600000
1660,Kharghar,3,16500000
1700,Kharghar,3,18500000
1130,Kharghar,2,15500000
1810,Kharghar,3,17900000
3205,Kharghar,4,30400000
1482,Kharghar,3,13300000
1025,Kharghar,2,11200000
1131,Kharghar,2,11000000
1400,Kharghar,3,9500000
800,Kharghar,2,6500000
500,Kharghar,1,3700000
1150,Kharghar,2,9500000
1150,Kharghar,2,9900000
1700,Kharghar,3,18500000
1015,Kharghar,2,8200000
1150,Kharghar,2,9300000
750,Kharghar,1,5800000
1800,Kharghar,3,14200000
1605,Kharghar,3,15500000
1040,Kharghar,2,7900000
1580,Kharghar,3,10500000
1255,Kharghar,2,11000000
660,Kharghar,1,5300000
1580,Kharghar,3,10100000
1100,Kharghar,2,10000000
1150,Kharghar,2,13000000
1850,Kharghar,3,16200000
1235,Kharghar,2,13500000
1050,Kharghar,2,10200000
1235,Kharghar,2,13500000
1440,Kharghar,3,14200000
612,Kharghar,1,5300000
676,Kharghar,1,5500000
650,Kharghar,1,5500000
1600,Kharghar,3,16000000
650,Kharghar,1,4300000
1050,Kharghar,2,7500000
1150,Kharghar,2,8000000
850,Kharghar,2,7500000
1085,Kharghar,2,7500000
2950,Kharghar,4,30000000
560,Kharghar,1,5500000
1050,Kharghar,2,8000000
700,Kharghar,1,6000000
650,Kharghar,1,4500000
649,Kharghar,1,5500000
660,Kharghar,1,5500000
1600,Kharghar,3,14800000
1150,Kharghar,2,11800000
1760,Kharghar,3,13600000
650,Kharghar,1,5700000
650,Kharghar,1,5700000
750,Kharghar,1,6500000
630,Kharghar,1,4200000
650,Kharghar,1,5700000
540,Kharghar,1,4800000
2355,Kharghar,4,30000000
2250,Kharghar,4,21000000
1515,Kharghar,3,7600000
4000,Kharghar,5,11100000
4000,Kharghar,5,11100000
2000,Kharghar,3,2625000
635,Kharghar,1,4100000
600,Kharghar,1,7000000
852,Kharghar,2,4700000
690,Kharghar,1,5200000
600,Kharghar,1,7500000
1000,Kharghar,2,8750000
1205,Kharghar,2,5200000
560,Kharghar,1,7100000
1085,Kharghar,2,7300000
1000,Kharghar,2,13000000
1185,Kharghar,2,15500000
1435,Kharghar,3,15500000
1530,Kharghar,3,15000000
1730,Kharghar,3,4800000
560,Kharghar,1,12000000
1600,Kharghar,3,2600000
390,Kharghar,1,5300000
600,Kharghar,1,9500000
1075,Kharghar,2,7500000
1000,Kharghar,2,13500000
1300,Kharghar,3,12900000
1195,Kharghar,2,4000000
650,Kharghar,1,9600000
1083,Kharghar,2,11000000
1364,Kharghar,3,4800000
1000,Kharghar,2,7500000
1083,Kharghar,2,11000000
1364,Kharghar,3,4800000
1000,Kharghar,2,7500000
2000,Kharghar,3,10000000
1140,Kharghar,2,15500000
1530,Kharghar,3,15500000
1530,Kharghar,3,32500000
1079,Kharghar,2,8700000
380,Kharghar,1,9000000
1415,Kharghar,3,8400000
1414,Kharghar,3,12000000
1079,Kharghar,2,4200000
640,Kharghar,1,11500000
1182,Kharghar,2,8000000
1000,Kharghar,2,16000000
1600,Kharghar,3,14500000
1655,Kharghar,3,6500000
675,Kharghar,1,9500000
1050,Kharghar,2,8000000
800,Kharghar,2,11000000
1250,Kharghar,2,5200000
590,Kharghar,1,6000000
675,Kharghar,1,13000000
1200,Kharghar,3,10500000
911,Kharghar,2,11100000
1117,Kharghar,2,12700000
1125,Kharghar,2,6000000
560,Kharghar,1,5500000
650,Kharghar,1,9800000
1090,Kharghar,2,10000000
1463,Kharghar,2,13000000
1500,Kharghar,3,5500000
640,Kharghar,1,7200000
860,Kharghar,1,15000000
1300,Kharghar,3,10500000
1075,Kharghar,2,4600000
600,Kharghar,1,5500000
450,Kharghar,1,5000000
650,Kharghar,1,8000000
800,Kharghar,2,6000000
675,Kharghar,1,5200000
590,Kharghar,1,13000000
1300,Kharghar,2,16000000
1600,Kharghar,3,14500000
1655,Kharghar,3,9500000
1050,Kharghar,2,8000000
800,Kharghar,2,8000000
914,Kharghar,2,11000000
1100,Kharghar,2,8000000
1000,Kharghar,2,16000000
1600,Kharghar,3,14500000
1655,Kharghar,3,6500000
675,Kharghar,1,9500000
1050,Kharghar,2,8000000
800,Kharghar,2,11000000
1250,Kharghar,2,5200000
590,Kharghar,1,6000000
675,Kharghar,1,13000000
1200,Kharghar,3,10500000
911,Kharghar,2,11100000
1117,Kharghar,2,12700000
1125,Kharghar,2,6000000
560,Kharghar,1,5500000
650,Kharghar,1,9800000
1090,Kharghar,2,10000000
1463,Kharghar,2,13000000
1500,Kharghar,3,5500000
640,Kharghar,1,7200000
860,Kharghar,1,15000000
1300,Kharghar,3,10500000
1075,Kharghar,2,4600000
600,Kharghar,1,5500000
450,Kharghar,1,5000000
650,Kharghar,1,8000000
800,Kharghar,2,6000000
675,Kharghar,1,5200000
590,Kharghar,1,13000000
1300,Kharghar,2,16000000
1600,Kharghar,3,14500000
1655,Kharghar,3,9500000
1050,Kharghar,2,8000000
800,Kharghar,2,8000000
914,Kharghar,2,11000000
1100,Kharghar,2,9200000
1250,Kharghar,2,3900000
1500,Kharghar,3,5500000
640,Kharghar,1,7200000
860,Kharghar,1,15000000
1300,Kharghar,3,10500000
1075,Kharghar,2,4600000
600,Kharghar,1,5500000
450,Kharghar,1,5000000
650,Kharghar,1,8000000
800,Kharghar,2,6000000
675,Kharghar,1,5200000
590,Kharghar,1,13000000
1300,Kharghar,2,16000000
1600,Kharghar,3,14500000
1655,Kharghar,3,9500000
1050,Kharghar,2,8000000
800,Kharghar,2,8000000
914,Kharghar,2,11000000
1100,Kharghar,2,9200000
1250,Kharghar,2,7575000
670,Kharghar,1,10000000
1500,Kharghar,3,13500000
660,Kharghar,1,41200000
950,Kharghar,2,4300000
800,Kharghar,1,8000000
1075,Kharghar,2,8300000
1050,Kharghar,2,4500000
600,Kharghar,1,5000000
650,Kharghar,1,8500000
1175,Kharghar,2,8500000
1050,Kharghar,2,9500000
1120,Kharghar,2,6500000
735,Kharghar,1,6000000
759,Kharghar,1,9500000
1120,Kharghar,2,7000000
735,Kharghar,1,6500000
649,Kharghar,1,6500000
660,Kharghar,1,8500000
1000,Kharghar,2,10500000
1120,Kharghar,2,13700000
1380,Kharghar,2,9500000
1120,Kharghar,2,9500000
1120,Kharghar,2,5500000
649,Kharghar,1,4200000
650,Kharghar,1,8000000
954,Kharghar,2,7800000
1000,Kharghar,2,6200000
650,Kharghar,1,27799999
1600,Kharghar,3,9500000
1120,Kharghar,2,15000000
1050,Kharghar,2,7900000
1040,Kharghar,2,5800000
735,Kharghar,1,4200000
650,Kharghar,1,4400000
620,Kharghar,1,6500000
735,Kharghar,1,6500000
735,Kharghar,1,6500000
735,Kharghar,1,10500000
1580,Kharghar,3,8500000
1115,Kharghar,2,7900000
1040,Kharghar,2,5500000
620,Kharghar,1,13500000
1677,Kharghar,3,15500000
1530,Kharghar,3,20000000
1600,Kharghar,3,10500000
1580,Kharghar,3,9500000
1075,Kharghar,2,9500000
1120,Kharghar,2,6900000
735,Kharghar,1,5200000
641,Kharghar,1,5300000
660,Kharghar,1,6000000
735,Kharghar,1,4200000
650,Kharghar,1,5200000
641,Kharghar,1,5300000
660,Kharghar,1,8500000
1100,Kharghar,2,6000000
735,Kharghar,1,5200000
641,Kharghar,1,11000000
1254,Kharghar,3,5300000
660,Kharghar,1,5200000
641,Kharghar,1,6000000
735,Kharghar,1,15500000
1530,Kharghar,3,10100000
1580,Kharghar,3,6000000
750,Kharghar,1,15000000
1380,Kharghar,3,12000000
1210,Kharghar,2,9500000
1120,Kharghar,2,5200000
1530,Kharghar,3,13000000
1498,Kharghar,3,12000000
1395,Kharghar,3,8700000
1050,Kharghar,2,4300000
800,Kharghar,1,2357000
2400,Kharghar,5,4907000
1215,Kharghar,2,14500000
1215,Kharghar,2,31500000
2700,Kharghar,5,18500000
1650,Kharghar,3,14000000
1100,Kharghar,2,14000000
1100,Kharghar,2,23000000
1150,Kharghar,2,12500000
1150,Kharghar,2,2300000
1150,Kharghar,2,2300000
1015,Kharghar,2,22500000
1060,Kharghar,2,9000000
1060,Kharghar,2,8600000
1100,Kharghar,2,8600000
1100,Kharghar,2,4200000
1031,Kharghar,2,9000000
1031,Kharghar,2,10000000
1100,Kharghar,2,5600000
620,Kharghar,1,5600000
620,Kharghar,1,8600000
1080,Kharghar,2,10500000
980,Kharghar,2,10500000
980,Kharghar,2,6500000
685,Kharghar,1,6500000
685,Kharghar,1,29000000
1525,Kharghar,3,13500000
1370,Kharghar,3,13500000
1370,Kharghar,3,9000000
1150,Kharghar,2,9000000
1150,Kharghar,2,14000000
1450,Kharghar,3,28500000
920,Kharghar,2,8500000
1220,Kharghar,2,5600000
560,Kharghar,1,9000000
1060,Kharghar,2,24000000
630,Kharghar,1,7000000
950,Kharghar,2,17500000
650,Kharghar,1,12500000
1650,Kharghar,3,14500000
1150,Kharghar,2,4500000
650,Kharghar,1,4700000
625,Kharghar,1,7000000
950,Kharghar,2,10500000
650,Kharghar,1,65000000
700,Kharghar,1,2150000
920,Kharghar,2,7000000
720,Kharghar,1,7400000
950,Kharghar,1,9300000
1100,Kharghar,2,6000000
700,Kharghar,1,5000000
650,Kharghar,1,9500000
1120,Kharghar,2,23500000
1125,Kharghar,2,5200000
650,Kharghar,1,5900000
1150,Kharghar,2,6500000
700,Kharghar,1,6500000
700,Kharghar,1,6500000
650,Kharghar,1,6500000
650,Kharghar,1,6500000
711,Kharghar,1,11500000
1270,Kharghar,2,8000000
1200,Kharghar,2,8000000
1120,Kharghar,2,8500000
1120,Kharghar,2,6500000
950,Kharghar,2,34500000
1450,Kharghar,3,17000000
1450,Kharghar,3,5500000
675,Kharghar,1,5500000
675,Kharghar,1,8499000
1050,Kharghar,2,8500000
1100,Kharghar,2,51500000
1100,Kharghar,2,15500000
1200,Kharghar,2,5500000
675,Kharghar,1,6900000
1600,Kharghar,3,2700000
700,Kharghar,1,14000000
700,Kharghar,1,14000000
1240,Kharghar,2,9800000
1375,Kharghar,3,9199000
1065,Kharghar,2,6400000
670,Kharghar,1,2350000
1240,Kharghar,2,13500000
1680,Kharghar,3,3299000
1065,Kharghar,2,4602000
1055,Kharghar,2,5000000
1240,Kharghar,2,12700000
1705,Kharghar,3,9700000
3500,Kharghar,5,2600000
1100,Kharghar,2,12000000
1200,Kharghar,2,9000000
1060,Kharghar,2,5800000
650,Kharghar,1,2331000
2200,Kharghar,4,8588000
1130,Kharghar,2,3800000
585,Kharghar,1,11000000
1600,Kharghar,3,3800000
900,Kharghar,2,6000000
1000,Kharghar,2,11000000
1100,Kharghar,2,12000000
1400,Kharghar,2,9500000
1000,Kharghar,2,4900000
690,Kharghar,1,9000000
1385,Kharghar,3,55700000
1385,Kharghar,3,3900000
1715,Kharghar,3,3325000
3205,Kharghar,4,9000000
1660,Kharghar,3,14000000
750,Kharghar,2,23500000
750,Kharghar,2,7600000
750,Kharghar,2,5500000
750,Kharghar,2,6800000
1150,Kharghar,2,8500000
1150,Kharghar,2,9000000
1005,Kharghar,2,8200000
1260,Kharghar,2,3700000
1096,Kharghar,2,6542000
1096,Kharghar,2,14500000
1227,Kharghar,2,8800000
1697,Kharghar,3,13799999
1100,Kharghar,2,13799999
1257,Kharghar,2,14500000
1309,Kharghar,2,49000000
1820,Kharghar,3,7000000
1309,Kharghar,2,11000000
1000,Kharghar,2,12000000
1000,Kharghar,2,8500000
950,Kharghar,2,13000000
650,Kharghar,1,14000000
1050,Kharghar,2,14000000
1190,Kharghar,2,5999000
1150,Kharghar,2,5999000
1600,Kharghar,3,9500000
650,Kharghar,1,14000000
3500,Kharghar,4,2300000
3500,Kharghar,4,2300000
3500,Kharghar,4,2000000
1375,Kharghar,3,2100000
1234,Kharghar,2,19000000
1600,Kharghar,3,120000000
1515,Kharghar,3,4500000
1750,Kharghar,3,8800000
1900,Kharghar,3,9700000
605,Kharghar,1,10500000
1120,Kharghar,2,3000000
1120,Kharghar,2,33500000
1050,Kharghar,2,12000000
1800,Kharghar,3,2000000
1050,Kharghar,2,9500000
650,Kharghar,1,8000000
1162,Kharghar,2,4400000
580,Kharghar,2,10500000
1220,Kharghar,2,9300000
1525,Kharghar,2,13200000
900,Kharghar,2,8000000
1302,Kharghar,3,8500000
1260,Kharghar,2,13200000
650,Kharghar,1,5000000
1300,Kharghar,3,15000000
1300,Kharghar,3,15000000
1150,Kharghar,2,12600000
1251,Kharghar,2,12700000
1125,Kharghar,2,12700000
560,Kharghar,1,6000000
1251,Kharghar,2,12700000
1125,Kharghar,2,12700000
560,Kharghar,1,6000000
1210,Kharghar,2,13000000
560,Kharghar,1,6000000
1125,Kharghar,2,12700000
1125,Kharghar,2,12700000
1250,Kharghar,2,8000000
1455,Kharghar,3,13000000
1022,Kharghar,2,7500000
1250,Kharghar,2,14500000
1016,Kharghar,2,14000000
1290,Kharghar,2,13000000
1200,Kharghar,2,14000000
1200,Kharghar,2,14000000
1260,Kharghar,2,9500000
1055,Kharghar,2,7200000
1100,Kharghar,2,7600000
1340,Kharghar,2,13500000
850,Kharghar,1,6000000
635,Kharghar,1,5600000
1098,Kharghar,2,10000000
675,Kharghar,1,6500000
1098,Kharghar,2,10000000
1250,Kharghar,2,4500000
966,Kharghar,2,20200000
600,Kharghar,1,5000000
1550,Kharghar,3,13000000
530,Kharghar,1,3600000
416,Kharghar,1,2700000
1440,Kharghar,3,11000000
1080,Kharghar,2,7400000
1080,Kharghar,2,7000000
650,Kharghar,1,5000000
1200,Kharghar,3,8500000
650,Kharghar,1,6500000
610,Kharghar,1,5600000
640,Kharghar,1,5500000
1300,Kharghar,2,13000000
560,Kharghar,1,5300000
1400,Kharghar,3,16000000
1117,Kharghar,2,11100000
1100,Kharghar,2,11000000
1300,Kharghar,2,13000000
640,Kharghar,1,5500000
1000,Kharghar,2,8000000
911,Kharghar,2,10500000
1117,Kharghar,2,11100000
1300,Kharghar,2,13000000
560,Kharghar,1,5300000
1400,Kharghar,3,16000000
1117,Kharghar,2,11100000
1100,Kharghar,2,11000000
1000,Kharghar,2,8000000
911,Kharghar,2,10500000
1117,Kharghar,2,11100000
650,Kharghar,1,7500000
1980,Kharghar,3,14800000
1985,Kharghar,3,16500000
776,Kharghar,2,13500000
1255,Kharghar,2,11000000
600,Kharghar,1,4000000
1450,Kharghar,2,9000000
619,Kharghar,1,5500000
619,Kharghar,1,5600000
1250,Kharghar,2,9500000
620,Kharghar,1,59500000
620,Kharghar,1,59500000
1500,Kharghar,3,9200000
350,Kharghar,1,2700000
952,Kharghar,2,7200000
952,Kharghar,2,7200000
650,Kharghar,1,5000000
600,Kharghar,1,5000000
600,Kharghar,1,4800000
410,Kharghar,1,3200000
650,Kharghar,1,13500000
1560,Kharghar,3,3750000
650,Kharghar,1,13500000
1560,Kharghar,3,7200000
650,Kharghar,1,4900000
650,Kharghar,1,4900000
690,Kharghar,1,3588000
1040,Kharghar,2,5000000
650,Kharghar,1,5500000
650,Kharghar,1,5500000
603,Kharghar,1,4500000
800,Kharghar,1,4500000
800,Kharghar,1,4500000
2200,Kharghar,4,9000000
1065,Kharghar,2,9500000
1075,Kharghar,2,10500000
1065,Kharghar,2,9500000
1075,Kharghar,2,10500000
735,Kharghar,1,7800000
1090,Kharghar,2,9800000
735,Kharghar,1,7000000
735,Kharghar,1,7800000
1090,Kharghar,2,9800000
735,Kharghar,1,7000000
1227,Kharghar,2,11500000
600,Kharghar,1,4800000
600,Kharghar,1,4600000
600,Kharghar,1,4600000
1000,Kharghar,2,8500000
1000,Kharghar,2,8500000
1475,Kharghar,3,35500000
1500,Kharghar,3,6000000
1630,Kharghar,3,17500000
550,Kharghar,1,3700000
1370,Kharghar,3,10500000
650,Kharghar,1,5000000
1025,Kharghar,2,9900000
1025,Kharghar,2,9900000
640,Kharghar,1,4200000
675,Kharghar,1,6000000
640,Kharghar,1,4200000
675,Kharghar,1,6000000
3000,Kharghar,5,11900000
1125,Kharghar,2,7800000
1000,kolshet,2,12000000
1026,kolshet,2,9000000
936,kolshet,2,9800000
576,kolshet,1,5900000
640,kolshet,2,20500000
640,kolshet,2,6100000
826,kolshet,2,7500000
675,kolshet,2,12200000
674,kolshet,2,12400000
673,kolshet,2,12400000
690,kolshet,2,12100000
850,kolshet,2,15400000
1250,kolshet,2,12000000
1210,kolshet,2,10300000
1050,kolshet,2,31000000
1250,kolshet,2,12000000
1210,kolshet,2,10300000
1050,kolshet,2,8800000
779,kolshet,2,5100000
1760,Koper Khairane,3,17000000
1760,Koper Khairane,3,17000000
1100,Koper Khairane,2,7500000
700,Koper Khairane,2,10500000
1151,Koper Khairane,2,12500000
1050,Koper Khairane,2,10500000
1155,Koper Khairane,2,10000000
725,Koper Khairane,1,7500000
725,Koper Khairane,1,7500000
1100,Koper Khairane,2,6500000
1150,Koper Khairane,2,10000000
1650,Koper Khairane,3,11700000
1650,Koper Khairane,3,11700000
1150,Koper Khairane,2,8000000
700,Koper Khairane,1,7100000
700,Koper Khairane,2,6000000
685,Koper Khairane,1,10500000
700,Koper Khairane,1,7100000
700,Koper Khairane,2,6000000
685,Koper Khairane,1,6500000
870,Koper Khairane,2,27300000
620,Koper Khairane,1,9500000
1075,Koper Khairane,2,34000000
675,Koper Khairane,1,11200000
1080,Koper Khairane,2,7000000
650,Koper Khairane,1,7000000
650,Koper Khairane,1,42500000
925,Koper Khairane,2,45000000
850,Koper Khairane,2,3700000
1750,Koper Khairane,3,5000000
1050,Koper Khairane,2,32500000
695,Koper Khairane,1,7000000
950,Koper Khairane,2,17500000
1075,Koper Khairane,2,14000000
1075,Koper Khairane,2,30000000
1800,Koper Khairane,3,7298999
950,Koper Khairane,2,18000000
528,Koper Khairane,1,9200000
989,Koper Khairane,2,13000000
1500,Koper Khairane,2,8000000
670,Koproli,1,3300000
790,Koproli,2,4200000
810,Koproli,2,4150000
810,Koproli,2,4150000
850,Koproli,2,11500000
870,Koproli,2,7500000
990,Koproli,2,6500000
990,Koproli,2,4000000
870,Koproli,2,2100000
870,Koproli,2,4000000
590,Koproli,1,2600000
850,Koproli,2,25000000
550,Koproli,1,4500000
550,Koproli,1,4500000
550,Koproli,1,12000000
550,Koproli,1,12000000
650,Koproli,2,4275000
650,Koproli,2,4250000
650,Koproli,2,4200000
650,Koproli,2,17500000
610,Koproli,1,10500000
610,Koproli,1,2500000
610,Koproli,1,40000000
590,Koproli,1,3200000
600,Koproli,1,4200000
1100,Koproli,2,11500000
590,Koproli,1,18000000
590,Koproli,1,23500000
630,Koproli,1,4260000
700,Koproli,2,4600000
460,Koproli,1,4500000
670,Koproli,2,19500000
690,Koproli,2,25000000
670,Koproli,2,47500000
780,Kurla,2,11000000
1077,Kurla,2,14000000
725,Kurla,1,8100000
720,Kurla,1,8298999
700,Kurla,1,7598999
750,Kurla,1,11000000
700,Kurla,1,7898999
680,Kurla,1,11500000
700,Kurla,1,18500000
1676,Kurla,3,11000000
750,Kurla,1,4900000
750,Kurla,1,4900000
950,Kurla,2,2100000
610,Kurla,1,25500000
500,Kurla,1,9100000
470,Kurla,1,8668000
396,Kurla,1,8580000
459,Kurla,1,11800000
674,Kurla,2,4600000
394,Kurla,1,27500000
390,Kurla,1,27500000
750,Kurla,1,42500000
1120,Kurla,2,16500000
1050,Kurla,2,25000000
695,Kurla,1,9000000
575,Kurla,1,22500000
1350,Kurla,2,8200000
900,Kurla,2,7998999
690,Kurla,1,7798999
1100,Kurla,2,7998999
425,Kurla,1,2300000
425,Kurla,1,2100000
410,Kurla,1,7500000
1200,Lower Parel,2,42000000
2880,Lower Parel,3,101400000
1168,Lower Parel,2,45000000
5476,Lower Parel,5,360000000
5476,Lower Parel,5,360000000
5476,Lower Parel,5,360000000
1388,Lower Parel,2,55000000
2500,Lower Parel,3,60000000
6381,Lower Parel,4,25000000
1557,Lower Parel,3,13500000
1040,Lower Parel,1,8999000
1257,Magathane,2,20700000
1175,Magathane,2,18000000
1053,Magathane,2,17500000
650,Magathane,1,9600000
650,Magathane,1,10800000
1150,Magathane,2,21000000
1450,Magathane,3,30000000
1450,Magathane,3,30000000
1550,Magathane,3,27000000
1075,Magathane,2,22100000
1075,Magathane,2,22100000
650,Magathane,1,9600000
650,Magathane,1,10800000
1150,Magathane,2,21000000
1450,Magathane,3,30000000
1450,Magathane,3,30000000
1550,Magathane,3,27000000
1075,Magathane,2,22100000
1075,Magathane,2,22100000
1350,Magathane,3,18500000
650,Magathane,1,10500000
650,Magathane,1,9600000
1650,Magathane,3,28000000
1650,Magathane,3,27000000
1165,Magathane,2,19000000
1357,Magathane,3,27500000
650,Magathane,1,10000000
1050,Magathane,2,17000000
950,Magathane,2,14500000
1150,Magathane,2,20500000
1100,Magathane,2,22500000
1450,Magathane,3,26500000
1650,Magathane,3,29000000
1050,Magathane,2,16500000
1150,Magathane,2,20500000
1050,Magathane,2,20500000
585,Magathane,1,9800000
585,Magathane,1,9800000
1250,Magathane,2,21000000
1250,Magathane,2,21000000
1650,Magathane,3,29000000
1650,Magathane,3,29000000
1050,Magathane,2,16500000
1050,Magathane,2,17500000
1650,Magathane,3,27000000
1650,Magathane,3,27000000
1150,Magathane,2,20500000
1450,Magathane,3,26500000
1350,Magathane,3,18500000
1250,Magathane,3,20000000
1450,Magathane,3,30000000
1100,Magathane,2,22500000
1050,Magathane,2,19000000
1050,Magathane,2,21000000
1250,Magathane,2,24000000
585,Magathane,1,27000000
1250,Magathane,3,25000000
1050,Magathane,2,21000000
1250,Magathane,2,24000000
585,Magathane,1,27000000
1250,Magathane,3,25000000
650,Malad,1,46000000
1200,Malad,2,19500000
2600,Malad,3,43500000
1264,Malad,2,21600000
2780,Malad,4,37500000
1672,Malad,3,31000000
1200,Malad,2,21100000
1200,Malad,2,16500000
1672,Malad,3,23800000
1457,Malad,3,20500000
1600,Malad,3,27500000
1200,Malad,3,30000000
1280,Malad,2,21000000
1280,Malad,2,21500000
670,Malad,1,8000000
1250,Malad,2,20000000
608,Malad,1,8600000
550,Malad,1,16000000
608,Malad,1,8600000
550,Malad,1,15000000
1290,Malad,2,34000000
2300,Malad,4,12000000
720,Malad,1,2800000
1232,Malad,2,10300000
975,Malad,2,8100000
710,Malad,1,20099999
994,Malad,2,18000000
1080,Malad,3,8323999
1200,Malad,1,14900000
806,Malad,2,32500000
1350,Malad,2,15100000
1600,Malad,3,19000000
1100,Malad,2,19000000
1100,Malad,2,19100000
1000,Malad,2,16000000
1850,Malad,3,25500000
1850,Malad,3,9150000
700,Malad,2,20200000
2310,Malad,3,16000000
1155,Malad,2,13500000
2310,Malad,3,22000000
630,Malad,1,14500000
570,Malad,1,13500000
820,Malad,2,4800000
425,Malad,1,44500000
570,Malad,1,13500000
820,Malad,2,4800000
425,Malad,1,44500000
551,Malad,2,7800000
797,Malad,3,6700000
768,Malad,2,27500000
1055,Malad,3,27500000
1055,Malad,3,43500000
1466,Malad,4,47500000
1906,Malad,4,150000000
411,Malad,1,11100000
1290,Malad,2,9500000
1164,Malad,2,22500000
356,Malad,1,11299999
4240,Malad,5,7500000
2580,Malad,4,32599999
2120,Malad,3,23300000
1290,Malad,2,29000000
1072,Malad,1,16500000
686,Malad,1,17500000
1250,Malad,2,22000000
1023,Malad,2,13000000
1115,Malad,1,23200000
1266,Malad,2,13500000
960,Malad,1,9200000
1660,Malad,3,9200000
760,Malad,1,9500000
696,Malad,1,9500000
594,Malad,1,7500000
800,Malad,1,3500000
742,Malad,1,3450000
552,Malad,1,3550000
490,Malad,1,3200000
2419,Malad,4,8500000
855,Malad,2,8500000
1021,Malad,2,3250000
1818,Malad,3,5500000
1760,Malad,3,5150000
2050,Malad,3,19000000
570,Malad,1,18000000
820,Malad,2,18200000
1290,Malad,2,27000000
1160,Malad,2,23200000
910,Malad,2,37400000
1250,Malad,3,14500000
385,Malad,1,23000000
1250,Malad,3,38500000
1250,Malad,3,25000000
1100,Malad,2,22000000
1450,Malad,3,23700000
1100,Malad,2,21400000
1170,Malad,2,15200000
560,Malad,1,11500000
600,Malad,1,11000000
1185,Malad,3,14000000
1305,Malad,3,26500000
995,Malad,2,13000000
1014,Malad,2,10600000
874,Malad,2,16000000
1850,Malad,3,40199999
1310,Malad,3,21500000
970,Malad,2,16000000
1500,Malad,3,23300000
750,Malad,1,9200000
935,Malad,2,13200000
750,Malad,1,20500000
750,Malad,1,12800000
750,Malad,1,6000000
935,Malad,2,3700000
935,Malad,2,8600000
1047,Malad,2,6300000
650,Malad,1,10000000
585,Malad,1,8500000
950,Malad,2,59400000
1100,Malad,2,11700000
840,Malad,2,2816000
1100,Malad,2,55000000
1630,Malad,3,19000000
1350,Malad,2,27000000
1601,Malad,3,21500000
1340,Malad,2,11000000
1390,Malad,3,5200000
728,Malad,1,4500000
1066,Malad,2,9800000
728,Malad,1,22500000
1010,Malad,2,14000000
1000,Malad,2,20000000
1000,Malad,2,16000000
580,Malad,1,5200000
900,Malad,2,4300000
600,Malad,1,18000000
1050,Malad,2,13799999
1050,Malad,2,12600000
1101,Malad,3,21400000
1101,Malad,3,16200000
872,Malad,2,2700000
826,Malad,2,8500000
742,Malad,2,67500000
742,Malad,2,120000000
720,Malad,2,19500000
1400,Malad,2,3500000
1140,Malad,2,14500000
1150,Malad,2,6700000
548,Malad,1,9500000
823,Malad,2,2100000
450,Malad,1,4800000
350,Malad,1,2900000
200,Malad,1,2800000
200,Malad,1,2900000
220,Malad,1,2900000
220,Malad,1,3000000
225,Malad,1,2300000
225,Malad,1,3400000
750,Malad,1,19300000
1600,Malad,3,16399999
1450,Malad,2,19000000
1350,Malad,3,5500000
600,Malad,1,15500000
1450,Malad,3,37000000
1596,Malad,3,10000000
340,Malad,1,20000000
1135,Malad,2,14000000
640,Malad,1,6000000
550,Malad,1,35000000
365,Malad,1,25000000
1125,Malad,2,38500000
1280,Malad,2,18000000
495,Malad,1,6850000
525,Malad,1,16100000
710,Malad,2,20500000
310,Malad,1,8500000
650,Malad,1,9000000
725,Malad,1,45199999
457,Malad,1,9900000
480,Malad,1,9900000
480,Malad,1,13300000
599,Malad,2,14800000
669,Malad,2,18900000
1100,Malad,2,9500000
340,Malad,1,3800000
1400,Malad,2,26000000
750,Malad,2,6787000
729,Malad,1,12000000
1500,Malad,3,10000000
1170,Malad,2,9500000
685,Malad,1,8200000
685,Malad,1,17500000
1125,Malad,2,4300000
1125,Malad,2,10000000
1050,Malad,2,75100000
1145,Malad,2,11100000
1090,Malad,2,7500000
1090,Malad,2,42000000
1100,Malad,2,7798999
700,Malad,1,4400000
750,Malad,1,14000000
1170,Malad,2,8500000
700,Malad,1,9570000
1100,Malad,2,9500000
700,Malad,1,9800000
709,Malad,1,7200000
350,Malad,1,16800000
350,Malad,1,7500000
750,Malad,2,10800000
771,Malad,2,12100000
769,Malad,2,9601000
978,Malad,3,13000000
734,Malad,2,7929000
733,Malad,2,11500000
1775,Malad,3,9800000
1100,Malad,2,4000000
225,Malad,1,3600000
225,Malad,1,18500000
225,Malad,1,18700000
1566,Malad,3,10000000
495,Malad,1,4800000
1250,Malad,3,7000000
1804,Malad,3,42500000
1440,Malad,2,42000000
1420,Malad,3,5500000
350,Malad,1,2700000
1550,Malad,3,4500000
1100,Malad,2,8200000
1068,Malad,2,36100000
1066,Malad,2,3365999
750,Malad,1,13700000
1350,Malad,3,13700000
990,Malad,2,9500000
1404,Malad,3,10000000
