Area,Location,No. of Bedrooms,Price
1960,Vile Parle,4,28000000
980,Vile Parle,2,27900000
1400,Vile Parle,3,12000000
320,Vile Parle,1,10000000
320,Vile Parle,1,6700000
840,Vile Parle,2,3100000
1085,Vile Parle,2,2600000
580,Vile Parle,1,58000000
950,Vile Parle,2,9500000
547,Vile Parle,1,27000000
547,Vile Parle,1,28400000
805,Vile Parle,2,28400000
845,Vile Parle,2,28800000
853,Vile Parle,2,29500000
853,Vile Parle,2,29500000
895,Vile Parle,2,36000000
895,Vile Parle,2,40400000
907,Vile Parle,2,40400000
930,Vile Parle,2,6800000
930,Vile Parle,2,7500000
1116,Vile Parle,3,9200000
1261,Vile Parle,3,7600000
1261,Vile Parle,3,11000000
580,Vile Parle,1,4600000
2100,Vile Parle,5,23000000
750,Vile Parle,2,36500000
1259,Vile Parle,3,4850000
1350,Vile Parle,3,11700000
940,Vile Parle,3,4250000
940,Vile Parle,3,10800000
985,Vile Parle,3,10800000
985,Vile Parle,3,2600000
650,Virar,1,2700000
650,Virar,1,2800000
1150,Virar,3,35000000
1285,Virar,3,3900000
975,Virar,2,7500000
975,Virar,2,2451000
1030,Virar,3,7031000
650,Virar,1,4800000
650,Virar,1,2600000
650,Virar,1,10500000
640,Virar,1,52500000
518,Virar,2,3372000
412,Virar,1,3446000
426,Virar,1,4656000
536,Virar,2,5499000
579,Virar,2,4621000
532,Virar,2,3500000
433,Virar,1,13500000
581,Virar,1,4300000
843,Virar,2,6400000
680,Virar,1,2700000
890,Virar,2,4459000
910,Virar,2,3258000
665,Virar,1,4067000
830,Virar,2,3087000
630,Virar,1,12100000
830,Virar,2,4500000
690,Virar,1,6200000
1350,Virar,3,2500000
830,Virar,2,6100000
1350,Virar,3,2700000
690,Virar,1,3300000
1057,Virar,2,3900000
1015,Virar,2,2800000
600,Virar,1,2200000
830,Virar,2,2400000
1350,Virar,3,2900000
665,Virar,1,4067000
830,Virar,2,49000000
1335,Virar,4,7700000
737,Virar,3,3872999
412,Virar,1,4794000
510,Virar,2,12400000
1335,Virar,4,7700000
737,Virar,3,3872999
412,Virar,1,4794000
510,Virar,2,12400000
1335,Virar,4,7700000
737,Virar,3,3872999
412,Virar,1,4794000
510,Virar,2,3797999
387,Virar,1,4361000
890,Virar,2,4459000
910,Virar,2,3087000
630,Virar,1,4100000
615,Virar,2,10000000
910,Virar,2,4150000
825,Virar,2,4200000
910,Virar,2,4000000
910,Virar,2,4100000
910,Virar,2,4000000
910,Virar,2,4100000
910,Virar,2,4100000
910,Virar,1,3900000
910,Virar,2,4100000
825,Virar,2,4200000
825,Virar,2,4100000
910,Virar,2,4000000
910,Virar,2,4200000
910,Virar,2,4100000
910,Virar,2,4000000
910,Virar,2,68000000
910,Virar,2,6300000
910,Virar,2,9000000
630,Virar,1,10000000
560,Virar,1,14800000
418,Virar,2,8733000
454,Virar,2,6898999
764,Virar,3,2910000
338,Virar,1,3925000
372,Virar,1,5000000
1335,Virar,4,5000000
737,Virar,3,3000000
412,Virar,1,3600000
510,Virar,2,2600000
635,Virar,1,3622000
935,Virar,2,3757000
805,Virar,1,3892000
840,Virar,2,3420000
830,Virar,1,2677000
905,Virar,2,2835000
835,Virar,1,3690000
865,Virar,2,2970000
760,Virar,1,4275000
595,Virar,1,2520000
630,Virar,1,4004999
820,Virar,2,3397000
660,Virar,1,4095000
950,Virar,2,3999000
560,Virar,1,2767000
890,Virar,2,4045000
755,Virar,1,3645000
910,Virar,2,4117000
890,Virar,2,2999000
615,Virar,1,4410000
910,Virar,2,3899000
810,Virar,1,3960000
915,Virar,2,2950000
665,Virar,1,3829999
980,Virar,2,3799000
830,Virar,2,2850000
880,Virar,2,3100000
630,Virar,1,4907000
627,Virar,2,2600000
830,Virar,2,2288000
690,Virar,1,2500000
650,Virar,1,5300000
715,Virar,1,54100000
715,Virar,1,26000000
506,Virar,1,2950000
630,Virar,1,27599999
640,Virar,1,16600000
800,Virar,2,12000000
1050,Virar,2,6500000
640,Virar,1,2600000
640,Virar,1,2600000
362,Virar,1,6663000
510,Virar,2,13400000
374,Virar,1,9774000
535,Virar,2,13200000
348,Virar,1,9550000
362,Virar,1,6152000
510,Virar,2,3300000
374,Virar,1,6500000
535,Virar,2,2300000
348,Virar,1,5600000
890,Virar,2,10000000
420,Virar,1,2000000
540,Virar,1,2500000
415,Virar,1,2250000
370,Virar,1,2100000
540,Virar,1,2500000
540,Virar,1,2357000
555,Virar,1,3600000
555,Virar,1,2500000
540,Virar,1,11500000
545,Virar,1,4300000
715,Virar,1,3000000
715,Virar,1,2800000
545,Virar,1,16000000
615,Virar,1,2500000
615,Virar,1,82000000
575,Virar,1,12800000
610,Virar,1,4200000
560,Virar,1,3000000
1075,Virar,2,6200000
1075,Virar,2,6200000
575,Virar,1,3500000
975,Virar,2,3720000
930,Virar,2,4200000
750,Virar,2,3500000
570,Virar,1,28000000
650,Virar,1,12000000
910,Virar,2,2400000
500,Virar,1,2100000
1075,Virar,2,3711999
910,Virar,2,3728000
910,Virar,1,3900000
910,Virar,2,4000000
600,Virar,1,4800000
590,Virar,1,2500000
660,Virar,1,3100000
1245,Wadala,3,33000000
1153,Wadala,3,29000000
1638,Wadala,3,28800000
1701,Wadala,3,30000000
2376,Wadala,3,45100000
2061,Wadala,3,39200000
1431,Wadala,2,25400000
1267,Wadala,3,31000000
1735,Wadala,3,40000000
510,Wadala,1,12500000
1735,Wadala,3,40000000
2695,Wadala,4,3200000
1086,Wadala,3,18900000
925,Wadala,2,13899999
505,Wadala,1,31800000
1620,Wadala,3,2150000
2005,Wadala,4,57200000
1655,Wadala,3,30000000
638,Wadala,2,27000000
902,Wadala,2,47500000
1440,Wadala,3,27000000
850,Wadala,2,6500000
900,Wadala,2,4800000
880,Wadala,2,15300000
906,Wadala,2,13799999
1395,Wadala,2,15800000
1042,Wadala,2,6000000
955,Wadala,2,39800000
800,Wadala,1,18000000
955,Wadala,2,6200000
513,Wadala,1,5400000
2200,Wadala,3,56000000
680,Wadala,1,15500000
880,Wadala,2,15000000
880,Wadala,2,15000000
690,Wadala,1,14000000
950,Wadala,1,13500000
880,Wadala,2,15000000
880,Wadala,2,15000000
690,Wadala,1,14000000
950,Wadala,1,13500000
2200,Wadala,3,56000000
958,Wadala,2,24800000
769,Wadala,1,21500000
698,Wadala,1,20500000
1371,Wadala,3,21000000
1060,Wadala,2,47000000
2600,Wadala,3,14000000
1543,Wadala,3,32500000
1250,Wadala,3,21000000
2826,Worli,3,106000000
2904,Worli,4,125000000
3600,Worli,4,120000000
800,Worli,1,19500000
1100,Worli,2,45000000
3638,Worli,4,400000000
1700,Worli,3,70000000
1700,Worli,3,70000000
2000,Worli,3,85000000
1450,Worli,3,62000000
3498,Worli,3,2100000
1150,Worli,2,105500000
2285,Worli,3,65000000
3150,Worli,4,71000000
2580,Worli,3,55000000
6900,Worli,5,7700000
3582,Worli,3,71500000
3182,Worli,3,3500000
2044,Worli,3,5000000
1500,Worli,3,37500000
1200,Worli,2,3747999
893,Worli,2,16500000
1092,Worli,3,17500000
3700,Worli,3,2300000
1500,Worli,2,150000000
3200,Worli,5,80000000
1413,Worli,2,46500000
8511,Worli,5,12100000
